saham,tanggal_berita,judul,isi
mdka,,,"Transaksi ini merupakan transaksi yang bersifat afiliasi. Sebab, Pani Bersama Jaya merupakan perusahaan terkendali MDKA. Sebanyak 83,35% saham Pani Bersama Jaya digenggam oleh Merdeka Copper Gold. Selain itu, terdapat kesamaan anggota dewan komisaris dan direksi Pani Bersama Jaya dengan direksi MDKA.    Dana pembiayaan berdasarkan perjanjian ini akan dikenakan bunga yang ditambahkan terhadap dana pembiayaan yang terutang sampai seluruh jumlah terutang berdasarkan perjanjuan ini telah dibayarkan kembali secara penuh dengan tingkat LIBOR (3 bulanan) ditambah dengan 5,5% per tahun, yang akan wajib dibayarkan pada lima tahun sejak tanggal perjanjian (waktu jatuh tempo).  “Jangka waktu dana pembiayaan dimulai sejak tanggal penandatanganan perjanjian dan akan berakhir pada tanggal waktu jatuh tempo dan dapat diperpanjang berdasarkan kesepakatan secara tertulis dari MDKA san Pani Bersama Jaya,” tulis manajemen Merdeka Copper Gold dalam keterbukaan informasi di Bursa Efek Indonesia, Rabu (13/4).         Pani Bersama Jaya dapat mencairkan dana pembiayaan dengan meminjam, membayar Kembali, dan meminjam kembali dana pembiayaan dengan jumlah sampai dengan US$ 125 juta baik secara keseluruhan atau sebagian. Ini dengan ketentuan Pani Bersama Jaya harus membayar Kembali secara penuh pinjaman yang terutang paling lambat pada waktu jatuh tempo.  Manajemen MDKA berharap, dengan pembiayaan ini Pani Bersama Jaya dapat menjalankan kegiatan usahanya dengan lebih optimal dan diharapkan dapat memberikan dampak  positif terhadap MDKA.     Cek Berita dan Artikel yang lain di "
ptba,,,"Proyeksi ini paralel dengan peningkatan volume penjualan batubara untuk 2022-2023 masing-masing sebesar 17,5% menjadi 36,8 juta ton dan 38,6 juta ton.    Mengakomodasi peningkatan produksi batubara, Ciptadana Sekuritas juga mengubah rasio (nisbah) kupas di 2022-2023 menjadi 5,5 kali dan 5,0 kali dari sebelumnya 4,8 kali.  Setelah merevisi harga patokan batubara, Ciptadana Sekuritas menaikkan harga jual rata-rata atau  (ASP) batubara untuk 2022-2023 sebesar 24,7% dan 8,9% masing-masing menjadi Rp 1,13 juta per ton dan Rp 852.000 per ton.  Namun, untuk mengantisipasi harga bahan bakar yang lebih tinggi dan kemungkinan kenaikan biaya royalti di masa mendatang, Thomas meningkatkan perkiraan biaya tunai untuk 2022-2023 sebesar 16,2% dan 3,6% menjadi Rp 649.000 per ton dan Rp 535.000 per ton.  Oleh karena itu, Thomas meningkatkan asumsi laba bersih Bukit Asam untuk 2022-2023 masing-masing sebesar 80,8% dan 78,2% menjadi Rp 10,2 triliun dan Rp 6,4 triliun.    Ciptadana Sekuritas meng- rekomendasi saham PTBA menjadi beli dari sebelumnya  , dengan target harga yang lebih tinggi, yakni Rp4.300 (dari sebelumnya Rp2.900) seiring dengan perkiraan laba bersih yang lebih tinggi.  “Kami menyukai PTBA karena memiliki umur cadangan tambang yang cukup, portofolio yang beragam, sistem penambangan yang terintegrasi, dan hasil dividen untuk 2022-2023 yang menarik sebesar 14,2% dan 20,6%,” tulis Thomas dalam riset, Selasa (8/3). "
mdka,,,"Harga pelaksanaan rights issue ditentukan sebesar Rp 2.830 per saham. Sehingga, jumlah dana yang akan diterima MDKA dalam aksi korporasi ini adalah sebesar Rp 3,41 triliun.  Perusahaan baterai listrik asal Hong Kong, yakni Hongkong Brunp and Catl Co., Limited (Brunp) bertindak sebagai pembeli siaga. Brunp akan membeli seluruh sisa saham baru dalam jumlah sebanyak-banyaknya 757,09 juta pada harga pelaksanaan.    MDKA akan menggunakan dana hasil rights issue ini untuk empat keperluan. Pertama, sekitar 60% akan digunakan untuk dialokasikan kepada PT Bumi Suksesindo (BSI) untuk mendanai sebagian kebutuhan belanja modal, pembayaran sebagian pokok utang dan modal kerja.  Kedua, sekitar 22% akan digunakan untuk dialokasikan kepada PT Batutua Tembaga Raya (BTR) untuk mendanai sebagian kebutuhan belanja modal dan modal kerja.   Ketiga, sekitar 9% akan digunakan untuk dialokasikan kepada PT Batutua Kharisma Permai (BKP) untuk mendanai sebagian kebutuhan belanja modal dan modal kerja.  Keempat, sekitar 9% akan digunakan untuk dialokasikan kepada PT Puncak Emas Tani Sejahtera (PETS) untuk mendanai sebagian kebutuhan belanja modal.  Selain rights issue, MDKA juga akan menerbitkan surat utang (obligasi). MDKA akan menerbitkan obligasi dengan nilai pokok Rp 2 triliun, yakni obligasi Berkelanjutan III Tahap II Tahun 2022 Merdeka Copper Gold. ini merupakan bagian dari Obligasi Berkelanjutan III Merdeka Copper Gold dengan total nilai Rp 9 triliun. Pada tahap pertama, MDKA telah menerbitkan obligasi Rp 3 triliun.  Analis Pilarmas Investindo Sekuritas Desy Israhyanti menilai, aksi korporasi yang gencar dilakukan MDKA sudah tepat dan pengaruhnya tentu positif terhadap kinerja MDKA.   Ini seiring dengan potensi peningkatan kebutuhan logam terhadap transformasi energi terbarukan yang digencarkan untuk mendukung program net zero emission pada tahun 2060.  Desy melihat, diversifikasi bisnis yang dilakukan MDKA melalui kerjasamanya dengan Brunp yang merupakan supplier baterai kendaraan listrik terbesar di dunia, memberikan peluang besar terhadap profil keuangan, baik dari sisi diversifikasi pendapatan dan perputaran arus kas ( ) ke depannya.    “Terlebih, pemulihan ekonomi dalam negeri sedang berlangsung dan saat ini suku bunga Bank Indonesia (BI) belum naik. Jadi masih ada momentum mendapatkan suku bunga rendah untuk pendanaan di pasar surat utang,” terang Desy kepada Kontan.co.id, Rabu (13/4).  Desy melihat, permintaan emas dan tembaga yang merupakan komoditas utama MDKA akan tetap eksis. Sebagaimana fungsi logam tersebut yang digunakan sebagai bahan baku industri, emas juga digunakan sebagai instrumen investasi.  Terlebih, emas menjadi alternatif investasi yang juga disimpan dalam jangka waktu cukup lama. Sentimen saat ini adalah ketidakpastian pasar yang membawa harga emas naik lebih tinggi. “Namun, akan bergerak turun apabila pasar kembali stabil,” sambung dia.   Cek Berita dan Artikel yang lain di "
mdka,,,"Hamparan Logistik baru-baru ini telah menyelesaikan akuisisi kepemilikan di PT J&P Indonesia dan PT Jcorps Industri Mineral dari PT JCorp Cahaya Semesta. Hamparan Logistik memiliki 95,3% saham di PT J&P Indonesia  dan 99,9% saham di PT Jcorps Industri Mineral, yang dalam perjanjian ini secara bersama-sama disebut dengan aset-aset akuisisi.  Aset-aset akuisisi terdiri dari berbagai investasi PT J&P Indonesia dan PT Jcorps Industri Mineral. PT J&P Indonesia mengendalikan 51% saham di PT Sulawesi Cahaya Mineral, yang memegang Izin Usaha Pertambangan (IUP) untuk salah satu sumber daya nikel terbesar di dunia yang belum berkembang.    Analis RHB Sekuritas Indonesia Fauzan Luthfi Djamal menilai, langkah akuisisi ini memberikan gambaran yang lebih jelas terkait strategi bisnis masa depan MDKA. Ini akan menghasilkan kontribusi terhadap laba bersih yang layak di masa mendatang.  Kejelasan pengembangan bisnis di sektor nikel akan menambah diversifikasi dalam portofolio MDKA. Sejalan dengan itu, Fauzan meyakini tren positif pada komoditas akan bertahan untuk sementara waktu. Hal ini akan didorong oleh permintaan yang kuat untuk komoditas logam dasar, didukung oleh tingkat harga yang lebih tinggi di tengah terganggunya pasokan.  Analis BRI Danareksa Sekuritas Hasan Barakwan menilai, dengan potensi akuisisi aset nikel, MDKA akan bertransformasi menjadi penambang logam mineral yang terdiversifikasi, tidak hanya sebatas pada emas dan tembaga.  Dengan memperhitungkan operasional smelter Rotary Klin-Electric Furnace (RKEF) yang sahamnya dipegang minoritas oleh PT J&P Indonesia, Hasan menaikkan target harga MDKA menjadi Rp 6.500 dari sebelumnya Rp 5.525, dengan mempertahankan rekomendasi beli.    “Kami meyakini usaha MDKA masuk ke bisnis nikel tidak akan berhenti dengan akuisisi ini. MDKA akan mengungkapkan rencananya dengan CATL segera setelah rights issue rampung pada bulan ini,” kata Hasan.          Cek Berita dan Artikel yang lain di "
mdka," Kamis, 05 Mei 2022 | 07:30 WIB , ","Akan Buyback Saham, Merdeka Copper Gold (MDKA) Siapkan Dana Rp 600 Miliar","Manajemen MDKA mengungkapkan, aksi buyback ini dilakukan satunya untuk memberi fleksibilitas yang memungkinkan perusahaan menjaga stabilitas harga saham jika harga tersebut tidak mencerminkan nilai atau kinerja yang sebenarnya.  Selain itu, pembelian kembali saham ini juga dalam rangka program insentif jangka panjang bagi tau long term incentive (LTI) bagi karyawan dan/atau direksi dan/atau dewan komisaris Merdeka Copper dan/atau anak perusahaan untuk memacu kinerja.  MDKA memperkirakan pelaksanaan buyback saham tidak akan menimbulkan dampak penurunan terhadap pendapatan. Manajemen juga berharap aksi korporasi ini tidak akan mempengaruhi kegiatan usaha dan operasional perseroan.  “Dengan adanya pembelian kembali saham MDKA akan membuat harga saham di masa yang akan datang menjadi lebih stabil dan berdampak positif bagi pemegang saham dan perseroan,” tulis manajemen.  Sekadar informasi, pada akhir perdagangan Kamis (28/4), saham MDKA stagnan di level Rp 5.300 per saham. Sepanjang hari saham MDKA bergerak dalam rentang Rp 5.250 - Rp 5.425. Secara year to date, saham MDKA telah melesat 38,13%.    Cek Berita dan Artikel yang lain di "
mdka,,," saham.  Perseroan berencana  atas saham MDKA yang telah dikeluarkan untuk maksimal 0,5% dari seluruh modal ditempatkan dan disetor. Untuk itu, MDKA telah mengalokasikan dana untuk aksi tersebut maksimal sebesar Rp 600 miliar.  Adapun aksi  saham yang akan dilakukan MDKA ini masih menunggu restu dari pemegang saham melalui dari Rapat Umum Pemegang Saham Luar Biasa (RUPSLB) yang akan diselenggarakan pada 10 Juni 2022 mendatang.  Analis Investindo Nusantara Sekuritas Pandhu Dewanto mencermati MDKA masih bergerak dalam tren penguatan. Soal rencana  , dia menilai aksi ini menjadi penanda bahwa posisi kas perseroan cukup kuat.    Ditambah, MDKA tengah menjalin kerja sama dengan dengan Contemporary Amperex Technology Co. Limited (CATL) untuk mengembangkan ekosistem baterai dan akuisisi Sulawesi Cahaya Minera, yang disebut sangat menjanjikan dalam pandangan Pandhu.  ""Secara teknikal ada potensi MDKA bergerak kembali menguat dengan target terdekat di level  Rp 5.800, jika masih berlanjut potensi menuju kisaran Rp 6.400,"" kata Pandhu saat dihubungi Kontan.  Serupa, Analis Binaartha Sekuritas Ivan Rosanova menganalisis secara teknikal, saham MDKA masih berada di fase  . Dia memproyeksikan MDKA punya potensi melanjutkan kenaikan jika mampu menguat di atas Rp 5.600 per saham.         Saham MDKA menutup perdagangan hari ini, Selasa (7/6), dengan melemah 2,83% ke level Rp 5.150 per saham. Berdasarkan data RTI, secara  (ytd) MDKA sudah melesat 34,22%.  ""Tren kenaikan ini sejalan dengan pencapaian kinerja di kuartal pertama tahun ini, di tengah harga komoditas yang masih kokoh dan juga penurunan beban pokok pendapatan perseroan,"" pungkas Ivan.  Cek Berita dan Artikel yang lain di "
mdka,,,"Hamparan Logistik baru-baru ini telah menyelesaikan akuisisi kepemilikan di PT J&P Indonesia dan PT Jcorps Industri Mineral dari PT JCorp Cahaya Semesta. Hamparan Logistik memiliki 95,3% saham di PT J&P Indonesia  dan 99,9% saham di PT Jcorps Industri Mineral, yang dalam perjanjian ini secara bersama-sama disebut dengan aset-aset akuisisi.  Aset-aset akuisisi terdiri dari berbagai investasi PT J&P Indonesia dan PT Jcorps Industri Mineral. PT J&P Indonesia mengendalikan 51% saham di PT Sulawesi Cahaya Mineral, yang memegang Izin Usaha Pertambangan (IUP) untuk salah satu sumber daya nikel terbesar di dunia yang belum berkembang.    Analis RHB Sekuritas Indonesia Fauzan Luthfi Djamal menilai, langkah akuisisi ini memberikan gambaran yang lebih jelas terkait strategi bisnis masa depan MDKA. Ini akan menghasilkan kontribusi terhadap laba bersih yang layak di masa mendatang.  Kejelasan pengembangan bisnis di sektor nikel akan menambah diversifikasi dalam portofolio MDKA. Sejalan dengan itu, Fauzan meyakini tren positif pada komoditas akan bertahan untuk sementara waktu. Hal ini akan didorong oleh permintaan yang kuat untuk komoditas logam dasar, didukung oleh tingkat harga yang lebih tinggi di tengah terganggunya pasokan.  Analis BRI Danareksa Sekuritas Hasan Barakwan menilai, dengan potensi akuisisi aset nikel, MDKA akan bertransformasi menjadi penambang logam mineral yang terdiversifikasi, tidak hanya sebatas pada emas dan tembaga.  Dengan memperhitungkan operasional smelter Rotary Klin-Electric Furnace (RKEF) yang sahamnya dipegang minoritas oleh PT J&P Indonesia, Hasan menaikkan target harga MDKA menjadi Rp 6.500 dari sebelumnya Rp 5.525, dengan mempertahankan rekomendasi beli.    “Kami meyakini usaha MDKA masuk ke bisnis nikel tidak akan berhenti dengan akuisisi ini. MDKA akan mengungkapkan rencananya dengan CATL segera setelah rights issue rampung pada bulan ini,” kata Hasan.          Cek Berita dan Artikel yang lain di "
mdka,,,"Mengutip prospektus di laman Bursa Efek Indonesia, obligasi ini nantinya diterbitkan tanpa warkat dalam dua seri.  , Seri A memiliki jangka waktu 367 hari sejak tanggal emisi.  Seri B memiliki tenor tiga tahun sejak tanggal emisi.  Hingga saat ini, MDKA belum mencantumkan jumlah emisi masing-masing seri dan juga besaran bunganya.    Dana hasil penawaran umum obligasi ini akan digunakan untuk empat keperluan.  , sekitar 49% akan digunakan untuk pertumbuhan dan/atau pengembangan usaha MDKA dan/atau, baik yang sekarang sudah ada atau yang akan ada.  Pengembangan ini dalam bentuk pembelian saham dan/atau aset, dan/atau penyertaan saham pada satu atau lebih perusahaan di industri sejenis atau relevan dengan kegiatan usaha Grup Merdeka. Ini termasuk dalam rangka perjanjian patungan ( ), dan metode transaksi lain yang sesuai  , sekitar 25% akan digunakan oleh PT Bumi Suksesindo (BSI) untuk pembayaran seluruh pokok utang yang timbul berdasarkan Perjanjian Fasilitas Bergulir tanggal 10 Juni 2021 jo. Perjanjian Penundukan Diri Peningkatan Akordion tanggal 24 September 2021 sebesar US$ 50 juta. Fasilitas ini akan dibayarkan melalui The Hongkong and Shanghai Banking Corporation Ltd. sebagai agen  , sekitar 20% akan digunakan oleh MDKA untuk pembayaran seluruh pokok utang obligasi berkelanjutan II Merdeka Copper Gold Tahap I Tahun 2021 Seri A sebesar Rp 559,60 miliar pada tanggal jatuh tempo.  , sekitar 6% akan digunakan oleh anak usaha MDKA untuk modal kerja, meliputi antara lain pembayaran kepada pemasok, karyawan, konsultan-konsultan serta pembayaran beban keuangan, dalam rangka mendukung kegiatan usaha.         Merdeka Copper Gold sudah menunjuk Indo Premier Sekuritas, Sucor Sekuritas, UOB Kay Hian Sekuritas, dan  Aldiracita Sekuritas Indonesia sebagai penjamin pelaksana emisi obligasi. Sementara PT Bank Rakyat Indonesia Tbk (BBRI) bertindak sebagai wali amanat.  Berikut merupakan jadwal sementara penerbitan obligasi MDKA  Cek Berita dan Artikel yang lain di "
mdka,,,"Sementara itu, harga penawaran atas pembelian kembali saham akan mengacu kepada pasal 10 dan Pasal 11 POJK 30/2017. MDKA akan menunjuk PT Indo Premier Sekuritas untuk melakukan buyback saham melalui bursa.    Manajemen MDKA mengungkapkan, aksi buyback ini dilakukan satunya untuk memberi fleksibilitas yang memungkinkan perusahaan menjaga stabilitas harga saham jika harga tersebut tidak mencerminkan nilai atau kinerja yang sebenarnya.  Selain itu, pembelian kembali saham ini juga dalam rangka program insentif jangka panjang bagi tau long term incentive (LTI) bagi karyawan dan/atau direksi dan/atau dewan komisaris Merdeka Copper dan/atau anak perusahaan untuk memacu kinerja.  MDKA memperkirakan pelaksanaan buyback saham tidak akan menimbulkan dampak penurunan terhadap pendapatan. Manajemen juga berharap aksi korporasi ini tidak akan mempengaruhi kegiatan usaha dan operasional perseroan.  “Dengan adanya pembelian kembali saham MDKA akan membuat harga saham di masa yang akan datang menjadi lebih stabil dan berdampak positif bagi pemegang saham dan perseroan,” tulis manajemen.  Sekadar informasi, pada akhir perdagangan Kamis (28/4), saham MDKA stagnan di level Rp 5.300 per saham. Sepanjang hari saham MDKA bergerak dalam rentang Rp 5.250 - Rp 5.425. Secara year to date, saham MDKA telah melesat 38,13%.    Cek Berita dan Artikel yang lain di "
adro,,,"Menurut analis Sinarmas Sekuritas Axel Leonardo, laba bersih ADRO selama periode semester pertama 2022 berada di atas estimasi yang dipasang, yakni sebesar 67% dan di atas konsensus yakni sebesar 64%.  Melejitnya laba bersih ADRO sejalan dengan pertumbuhan pendapatan. Konstituen Indeks Kompas100 ini membukukan pendapatan  senilai US$ 3,54 miliar. Jika dibandingkan dengan realisasi pendapatan di semester pertama 2021 sebesar US$ 1,56 miliar, pendapatan ADRO naik hingga 127% secara tahunan atau   (yoy).    Pendapatan usaha (ADRO) yang naik hingga 127% secara tahunan, terutama didorong kenaikan pada harga jual rata-rata alias  (ASP) sebesar 117%.   Cuaca buruk, kelangkaan pasokan, dan peristiwa geopolitis mendorong harga batubara ke levelnya yang tertinggi dalam sejarah, yang pada akhirnya menyokong kenaikan ASP milik ADRO.  Axel menilai, kenaikan pendapatan ADRO sebenarnya tidak hanya didorong oleh kenaikan ASP, tetapi juga kenaikan volume penjualan sebesar 7% secara tahunan menjadi 27,5 juta ton.  “Berdasarkan estimasi kami, ASP ADRO masih akan tetap tinggi di paruh kedua 2022, didorong oleh tingginya permintaan global, khususnya dari China dan negara-negara Eropa,” terang Axel  saat dihubungi Kontan.co.id, Selasa (30/8).  Sebagai gambaran, pemerintah menyetujui penetapan kenaikan tarif royalti batubara bagi perusahaan pemegang izin usaha pertambangan (IUP).    Tarif royalti yang ditetapkan pemerintah dalam aturan baru tersebut tercatat lebih tinggi dibandingkan dengan regulasi sebelumnya. Pada aturan sebelumnya tarif royalti maksimal 7%, sementara pada aturan baru naik menjadi 13,5%.  Axel mengatakan, sampai dengan semester pertama 2022, tambang ADRO yang memiliki izin jenis IUP adalah Balangan dan MIP yang berkontribusi masing-masing hanya 9% dan 4% terhadap keseluruhan produksi.          Maka dari itu, berkaitan dengan kebijakan kenaikan tarif royalti untuk konsesi IUP baru-baru ini, Sinarmas Sekuritas memperkirakan dampaknya akan sangat kecil bagi ADRO.  Dus, berdasarkan kinerja  semester pertama 2022, Axel masih mempertahankan rekomendasi buy untuk saham ADRO dengan target harga Rp 3.800.  Cek Berita dan Artikel yang lain di "
mdka,,,"Dia menyebut, hampir 50%  (NAV) milik SRTG berasal dari komoditas. Yakni berasal dari, PT Adaro Energy Tbk ( ) dengan batubara serta PT Merdeka Copper Gold Tbk ( ) dengan berbagai komoditas logamnya, yang sangat diuntungkan dengan kenaikan harga komoditasnya saat ini.  Selain itu, bisnis sektor otomotif dan yang berkaitan dengan konsumer juga secara tidak langsung akan diuntungkan oleh kenaikan harga komoditas karena potensi perbaikan daya beli masyarakat.    SRTG di satu sisi terus tercatat meningkatkan porsi kepemilikan pada saham PT Aneka Gas Industri Tbk ( ) dari 8,8% di akhir September 2021 menjadi 9,6% pada akhir Februari. Henry meyakini SRTG akan mendapatkan sentimen positif terhadap pembelian saham AGII tersebut.  “AGII tidak hanya diuntungkan dari kenaikan permintaan oksigen kesehatan selama pandemi Covid-19, tapi juga dari pemulihan ekonomi karena aktivitas industri yang meningkat,” jelas Henry dalam risetnya pada 1 Maret 2022.  Sementara analis RHB Sekuritas Michael Wilson meyakini SRTG masih memiliki potensi  walaupun harga sahamnya sudah mengalami kenaikan yang signifikan. Asal tahu saja, dalam enam bulan terakhir, saham SRTG sudah menguat hingga 77,18% dari level Rp 1.665 per saham pada awal September silam.  Menurut Michael, beberapa perusahaan yang di dalam portofolio SRTG secara fundamental memiliki posisi yang kuat. MDKA misalnya, emiten ini punya tiga proyek yang bisa menjadi katalis positif untuk kinerjanya ke depan.    , MDKA tercatat memiliki cadangan tembaga sebanyak 8,7 juta ton di Tujuh Bukit.  MDKA bekerjasama dengan Tsingshan Group untuk menggarap proyek Acid, Iron, Metal (AIM).  , MDKA bersama dengan Brunp CATL akan mempertimbangkan pembentukan platform investasi sumber daya mineral untuk rantai nilai ( ) logam komponen baterai.  “SRTG optimistis dengan potensi yang akan didapat ketika detail soal proyek Brunp CATL tersebut sudah lebih rinci. Potensi lain juga akan datang dari ketika ada kejelasan tentang eksplorasi lebih lanjut dari logam berharga lainnya di bawah AIM sudah diresmikan,” kata Michael kepada Kontan.co.id, Senin (7/3).  Lebih lanjut, ia meyakini pada tahun ini produksi MDKA akan kembali normal seiring dengan  yang sudah diperbaiki setelah mengalami keretakan pada tahun lalu.  Proyeksinya, produksi emas dan tembaga MDKA pada tahun ini masing-masing bisa tumbuh 15% dan 12% yoy dan akan jadi katalis positif untuk jangka pendek. Apalagi, dengan kenaikan harga komoditas logam belakangan ini.  Asal tahu saja, kepemilikan terhadap SRTG di MDKA mencapai 18,29%. Dengan demikian, MDKA berkontribusi terhadap 27,5% dari keseluruhan NAV milik SRTG.         Selain dari kinerja solid MDKA, kinerja SRTG juga akan diuntungkan dengan apiknya kinerja ADRO. Selain ditopang oleh kenaikan harga batubara, ADRO juga akan diuntungkan oleh kenaikan harga saham anak usahanya yang baru saja IPO, yakni Adaro Minerals Indonesia ( ).  “Dengan valuasi ADMR yang senilai Rp 30 triliun, maka 69,5% saham ADRO di ADMR setara dengan valuasi sebesar Rp 21 triliun. Ini akan mendorong kinerja ADRO di mana SRTG memiliki kepemilikan ADRO sebesar 15,2% sehingga kontribusi ADRO terhadap NAV SRTG mencapai 17%,” imbuhnya.  Michael menambahkan, kinerja SRTG juga akan ditopang oleh perusahaan lainnya dalam portofolio SRTG, yakni PT Mitra Pinasthika Mustika ( ) dan Provident Agro ( ).  Untuk MPMX, katalis positif akan datang dari inisiatif digital pada lini bisnisnya seperti peluncuran Auksi, lelang mobil online, serta platform jual beli mobil bekas, Otodeals.  Selain itu masih ada rencana IPO Autopedia yang memiliki valuasi mencapai Rp 3,5 triliun atau 75% dari valuasi MPMX saat ini.  Sedangkan, PALM saat ini juga sudah sepenuhnya melakukan divestasi aset perkebunannya dan berkembang menjadi perusahaan investasi yang ia yakini akan berfokus pada teknologi.  Berdasarkan perhitungan Michael, MPMX dan PALM berkontribusi terhadap 8,4% NAV milik SRTG.  Dengan berbagai potensi tersebut, Michael pun merekomendasikan beli saham SRTG dengan target harga Rp 3.600 per saham. Sementara Henry juga merekomendasikan beli dengan target harga Rp 3.300 per saham  Cek Berita dan Artikel yang lain di "
mdka,,,"Dia menyebut, hampir 50%  (NAV) milik SRTG berasal dari komoditas. Yakni berasal dari, PT Adaro Energy Tbk ( ) dengan batubara serta PT Merdeka Copper Gold Tbk ( ) dengan berbagai komoditas logamnya, yang sangat diuntungkan dengan kenaikan harga komoditasnya saat ini.  Selain itu, bisnis sektor otomotif dan yang berkaitan dengan konsumer juga secara tidak langsung akan diuntungkan oleh kenaikan harga komoditas karena potensi perbaikan daya beli masyarakat.    SRTG di satu sisi terus tercatat meningkatkan porsi kepemilikan pada saham PT Aneka Gas Industri Tbk ( ) dari 8,8% di akhir September 2021 menjadi 9,6% pada akhir Februari. Henry meyakini SRTG akan mendapatkan sentimen positif terhadap pembelian saham AGII tersebut.  “AGII tidak hanya diuntungkan dari kenaikan permintaan oksigen kesehatan selama pandemi Covid-19, tapi juga dari pemulihan ekonomi karena aktivitas industri yang meningkat,” jelas Henry dalam risetnya pada 1 Maret 2022.  Sementara analis RHB Sekuritas Michael Wilson meyakini SRTG masih memiliki potensi  walaupun harga sahamnya sudah mengalami kenaikan yang signifikan. Asal tahu saja, dalam enam bulan terakhir, saham SRTG sudah menguat hingga 77,18% dari level Rp 1.665 per saham pada awal September silam.  Menurut Michael, beberapa perusahaan yang di dalam portofolio SRTG secara fundamental memiliki posisi yang kuat. MDKA misalnya, emiten ini punya tiga proyek yang bisa menjadi katalis positif untuk kinerjanya ke depan.    , MDKA tercatat memiliki cadangan tembaga sebanyak 8,7 juta ton di Tujuh Bukit.  MDKA bekerjasama dengan Tsingshan Group untuk menggarap proyek Acid, Iron, Metal (AIM).  , MDKA bersama dengan Brunp CATL akan mempertimbangkan pembentukan platform investasi sumber daya mineral untuk rantai nilai ( ) logam komponen baterai.  “SRTG optimistis dengan potensi yang akan didapat ketika detail soal proyek Brunp CATL tersebut sudah lebih rinci. Potensi lain juga akan datang dari ketika ada kejelasan tentang eksplorasi lebih lanjut dari logam berharga lainnya di bawah AIM sudah diresmikan,” kata Michael kepada Kontan.co.id, Senin (7/3).  Lebih lanjut, ia meyakini pada tahun ini produksi MDKA akan kembali normal seiring dengan  yang sudah diperbaiki setelah mengalami keretakan pada tahun lalu.  Proyeksinya, produksi emas dan tembaga MDKA pada tahun ini masing-masing bisa tumbuh 15% dan 12% yoy dan akan jadi katalis positif untuk jangka pendek. Apalagi, dengan kenaikan harga komoditas logam belakangan ini.  Asal tahu saja, kepemilikan terhadap SRTG di MDKA mencapai 18,29%. Dengan demikian, MDKA berkontribusi terhadap 27,5% dari keseluruhan NAV milik SRTG.         Selain dari kinerja solid MDKA, kinerja SRTG juga akan diuntungkan dengan apiknya kinerja ADRO. Selain ditopang oleh kenaikan harga batubara, ADRO juga akan diuntungkan oleh kenaikan harga saham anak usahanya yang baru saja IPO, yakni Adaro Minerals Indonesia ( ).  “Dengan valuasi ADMR yang senilai Rp 30 triliun, maka 69,5% saham ADRO di ADMR setara dengan valuasi sebesar Rp 21 triliun. Ini akan mendorong kinerja ADRO di mana SRTG memiliki kepemilikan ADRO sebesar 15,2% sehingga kontribusi ADRO terhadap NAV SRTG mencapai 17%,” imbuhnya.  Michael menambahkan, kinerja SRTG juga akan ditopang oleh perusahaan lainnya dalam portofolio SRTG, yakni PT Mitra Pinasthika Mustika ( ) dan Provident Agro ( ).  Untuk MPMX, katalis positif akan datang dari inisiatif digital pada lini bisnisnya seperti peluncuran Auksi, lelang mobil online, serta platform jual beli mobil bekas, Otodeals.  Selain itu masih ada rencana IPO Autopedia yang memiliki valuasi mencapai Rp 3,5 triliun atau 75% dari valuasi MPMX saat ini.  Sedangkan, PALM saat ini juga sudah sepenuhnya melakukan divestasi aset perkebunannya dan berkembang menjadi perusahaan investasi yang ia yakini akan berfokus pada teknologi.  Berdasarkan perhitungan Michael, MPMX dan PALM berkontribusi terhadap 8,4% NAV milik SRTG.  Dengan berbagai potensi tersebut, Michael pun merekomendasikan beli saham SRTG dengan target harga Rp 3.600 per saham. Sementara Henry juga merekomendasikan beli dengan target harga Rp 3.300 per saham  Cek Berita dan Artikel yang lain di "
